machine_code,occurrences,part_count,example_parts
TRM-02,13,13,"GBR00005, GBR00247, GBT00005, GDWG00049, GFMT00003, GTRM00001, GTRM00002, GTRM00003, GTRM00004, GTRM00005, GTRM00006, GTRM00007, GTRM00008"
TRM-06,13,13,"GBR00005, GBR00247, GBT00005, GDWG00049, GFMT00003, GTRM00001, GTRM00002, GTRM00003, GTRM00004, GTRM00005, GTRM00006, GTRM00007, GTRM00008"
TRM-09,13,13,"GBT00023, GDWG00049, GFMT00003, GFMT00018, GSW00066, GTRM00001, GTRM00002, GTRM00003, GTRM00004, GTRM00005, GTRM00006, GTRM00007, GTRM00008"
TRM-08,12,12,"GCHUCK00006, GDWG00049, GIVT00020, GOR00071, GTRM00001, GTRM00002, GTRM00003, GTRM00004, GTRM00005, GTRM00006, GTRM00007, GTRM00008"
OGM-03,12,12,"GBR00006, GBR00192, GBR00204, GBR00205, GBT00080, GFMT00019, GIVT00031, GIVT00032, GMNT00029, GRY00056, GSLN00019, GSLN00047"
CTG-02,12,12,"GBR00009, GBR00074, GBR00186, GBT00079, GBT00085, GBT00100, GBT00126, GOR00077, GOR00079, GPP00003, GSW00031, GSW00083"
TDR-05,12,12,"GBR00091, GCTTM00041, GFTT00119, GLA00024, GLA00027, GOR00027, GOR00028, GOR00078, GPG00010, GPG00011, GPP00018, GSW00079"
BFD-32,12,12,"GA00012, GBOX00004, GFTT00078, GMT00073, GOR00068, GOR00091, GOR00095, GPS00016, GPS00017, GRY00055, GSR00104, GSW00086"
MPA-LINE,12,12,"GAFT00022, GBOX00003, GCTTM00026, GHC00001, GHC00002, GHC00008, GMT00002, GOR00038, GOR00120, GRY00009, GSCBIG00013, GSW00083"
RMH-07,12,12,"GAFT00028, GBR00048, GBTR00003, GCNT00026, GHC00001, GHC00004, GOR00039, GOR00061, GRY00002, GRY00052, GRY00054, GVV00003"
TNG-16,12,12,"GBR00018, GBR00157, GBR00160, GBR00202, GBS00016, GBS00017, GBT00071, GBTR00004, GPG00007, GPG00010, GSCBIG00023, GSLN00013"
TRM-10,12,12,"GDWG00049, GFMT00002, GFMT00027, GLA00019, GTRM00001, GTRM00002, GTRM00003, GTRM00004, GTRM00005, GTRM00006, GTRM00007, GTRM00008"
TRM-01,12,12,"GBT00005, GDWG00049, GFMT00003, GSLN00021, GTRM00001, GTRM00002, GTRM00003, GTRM00004, GTRM00005, GTRM00006, GTRM00007, GTRM00008"
RLP-02,11,11,"GB00107, GB00108, GBTR00001, GBTR00013, GCNT00021, GMNT00027, GOVL00004, GRY00009, GRY00051, GSR00065, GSR00066"
RLS-05,11,11,"GBOX00007, GBR00047, GBR00049, GCNT00002, GCNT00023, GIVT00015, GIVT00021, GPLC00010, GRY00054, GSLN00032, GSR00177"
TNG-06,11,11,"GBR00087, GBT00026, GBT00062, GBTR00005, GBTR00014, GCNT00001, GFTT00024, GFTT00116, GSR00007, GSR00082, GVV00011"
SPG-14,11,11,"GBR00067, GBT00042, GBT00118, GBTR00014, GCNT00026, GCOUP00015, GFTT00052, GFTT00075, GSR00138, GSR00145, GSR00178"
KWY-02,11,11,"GBR00018, GCHUCK00005, GFANUC00001, GFTT00053, GFTT00078, GOR00070, GOR00090, GOR00128, GOVL00021, GSLN00101, GSR00198"
MPA-03,11,11,"GAFT00004, GBR00257, GBS00024, GCOUP00009, GFANUC00002, GFTT00064, GOVL00012, GSLN00004, GSR00106, GSR00107, GVV00019"
CHK-05,11,11,"GBR00034, GBR00236, GBS00057, GFMT00007, GFMT00027, GFTT00116, GMT00016, GMT00022, GOR00095, GOVL00048, GSR00104"
THB-04,11,11,"GBR00066, GBT00062, GBTR00023, GFTT00137, GMNT00005, GOR00034, GOVL00013, GOVL00014, GOVL00029, GSR00007, GSR00078"
THB-05,11,11,"GBK00007, GBR00066, GBTR00023, GSLN00028, GSR00017, GSR00027, GSR00054, GSW00047, GSW00048, GSW00052, GSW00077"
STN-06,11,11,"GAFT00027, GBTR00010, GCHUCK00006, GCNT00024, GLA00022, GOVL00017, GPS00002, GRY00051, GSLN00036, GSW00004, GSW00054"
THB-09,10,10,"GBR00066, GBT00062, GBT00084, GBT00112, GBTR00001, GCTTM00005, GFT00006, GOVL00005, GSR00007, GSR00079"
CWM-03,10,10,"GAFT00009, GHEAT00004, GHEAT00005, GMNT00005, GMNT00029, GOR00091, GOVL00045, GRY00036, GSR00023, GSR00110"
VSG-03,10,10,"GBR00114, GBR00153, GBT00007, GCTTM00021, GMNT00015, GMNT00032, GOVL00050, GPS00002, GSR00051, GSW00026"
IDG-09,10,10,"GBR00008, GBR00237, GBTR00006, GBTR00014, GPG00002, GSR00073, GSR00078, GSR00079, GSR00082, GSR00154"
RLP-03,10,10,"GBR00146, GCNT00002, GCOUP00008, GFMT00003, GFMT00027, GMNT00027, GMT00005, GMT00011, GMT00041, GSLN00057"
CPT-01,9,9,"GBR00111, GPP00038, GRY00037, GRY00055, GSLN00032, GSR00046, GSR00049, GSR00052, GSR00063"
SBT-17,9,9,"GCTTM00005, GFMT00002, GFMT00003, GFMT00027, GFTT00067, GRY00010, GSLN00055, GSR00113, GSR00118"
PVD-02,9,9,"GFTT00088, GHC00001, GHEAT00001, GRY00035, GRY00037, GRY00064, GSR00031, GSR00099, GVV00021"
RLP-11,9,9,"GAFT00025, GOR00099, GOR00101, GOR00102, GOR00103, GPG00002, GSLN00012, GSR00008, GSR00065"
TNG-03,9,9,"GBOX00007, GBT00058, GBT00101, GCHUCK00008, GCTTM00003, GRY00002, GSLN00004, GSLN00007, GSR00060"
CTG-01,9,9,"GBR00186, GBR00219, GBT00090, GCTTM00001, GSCBIG00032, GSR00062, GSW00015, GSW00031, GSW00083"
RMH-03,9,9,"GBR00197, GBR00198, GBR00218, GBR00276, GMNT00017, GMT00058, GOR00087, GOVL00043, GSR00199"
BRL-10,9,9,"GBOX00004, GBR00089, GBR00117, GCTTM00024, GCTTM00035, GCTTM00037, GRY00052, GRY00061, GSCBIG00017"
EGM-03,8,8,"GBR00039, GBR00193, GBT00107, GFMT00004, GFMT00019, GFT00004, GMP00006, GSLN00019"
EGM-04,8,8,"GBT00076, GBT00107, GFTT00100, GMP00006, GRY00016, GRY00064, GSLN00047, GSR00146"
IDT-04,8,8,"GB00035, GBS00056, GFMT00021, GMNT00002, GRY00056, GSLN00018, GSR00082, GVV00019"
BFD-23,8,8,"GHC00002, GMNT00001, GMNT00003, GOVL00008, GOVL00022, GPP00008, GSR00104, GVV00019"
BRL-15,8,8,"GBR00061, GBR00157, GBR00291, GBT00083, GSCBIG00018, GSR00063, GTANK00010, GTANK00011"
HTM-06,8,8,"GBOX00004, GBR00119, GCNT00023, GFTT00014, GFTT00054, GFTT00057, GFTT00182, GRY00016"
MPI-01,8,8,"GBR00082, GBR00219, GFMT00006, GFMT00009, GFTT00040, GRY00014, GSR00065, GSW00041"
BFD-31,8,8,"GFT00016, GFTT00066, GMT00073, GOR00011, GOR00048, GOR00068, GOR00095, GSR00104"
MPA-20,8,8,"GFT00001-A, GFT00012, GFT00014, GFTT00125, GOR00001, GOR00012, GSR00172, GSW00042"
RMH-16,8,8,"GFTT00167, GOR00131, GOR00155, GOR00156, GOR00157, GOVL00004, GRY00014, GSR00199"
BLK-05,8,8,"GFMT00023, GMNT00001, GMNT00003, GOR00146, GOVL00026, GSLN00018, GSR00041, GSR00104"
RLP-06,8,8,"GBR00160, GBR00171, GBS00046, GOR00026, GOR00027, GSLN00033, GSR00052, GSW00081"
BFD-28,8,8,"GMT00073, GOR00068, GOR00095, GPS00010, GPS00010-A, GPS00017, GSR00095, GSR00104"
IDG-LINE,8,8,"GBR00120, GBR00204, GCTTM00010, GFT00007, GMT00030, GMT00032, GMT00049, GSR00121"
TRM-LINE,8,8,"GHC00006, GRY00009, GRY00051, GRY00064, GSR00134, GSW00009, GSW00010, GTFM00013"
TDR-04,8,8,"GBR00005, GBR00172, GFMT00002, GHC00012, GMNT00010, GRY00015, GRY00016, GSR00146"
SBT-16,8,8,"GBR00268, GBR00269, GBR00270, GBTR00001, GBTR00003, GSLN00030, GSLN00035, GSR00172"
CHK-06,8,8,"GBR00087, GBR00090, GBT00018, GBTR00007, GFMT00005, GRY00004, GRY00008, GSW00078"
RLP-09,8,8,"GBR00160, GBS00046, GFMT00025, GFT00005, GOR00016, GOR00029, GPG00010, GSLN00057"
STN-01,8,8,"GFANUC00005, GHC00001, GMNT00003, GMNT00005, GOVL00016, GOVL00032, GSLN00024, GSW00039"
RLP-01,7,7,"GB00107, GB00108, GBTR00011, GMT00004, GMT00041, GSR00066, GSW00062"
CHK-11,7,7,"GBR00030, GBR00217, GFTT00055, GPP00012, GRY00050, GSR00104, GSW00044"
CHK-14,7,7,"GPP00022, GPS00010, GPS00010-A, GRY00016, GRY00055, GSCBIG00015, GSR00047"
BFD-24,7,7,"GBR00031-A, GMNT00026, GOVL00026, GRY00050, GSR00047, GSR00104, GVV00012"
CTG-07,7,7,"GBR00153, GBR00186, GCTTM00001, GMNT00023, GOR00076, GPG00010, GSR00063"
TNG-01,7,7,"GFMT00024, GFUSE00016, GPG00010, GSR00063, GSR00105, GSR00165, GSW00083"
OGM-LINE,7,7,"GAFT00024, GBR00032, GCNT00010, GOR00023, GOVL00042, GPS00002, GSR00071"
CHK-04,7,7,"GBR00034, GBR00091, GBR00093, GBS00057, GSCBIG00016, GSR00075, GSR00104"
SBT-10,7,7,"GBR00173, GBS00003, GBS00048, GBT00062, GBT00084, GSLN00030, GSR00081"
BLK-04,7,7,"GFMT00029, GMNT00007, GMNT00029, GPS00001, GRY00051, GRY00064, GSR00104"
SWG-05,7,7,"GPG00008, GRY00002, GRY00016, GSCBIG00022, GSCBIG00047, GSLN00021, GSR00133"
TNG-04,7,7,"GBOX00006, GBR00197, GBT00058, GBT00081, GBTR00007, GCHUCK00008, GRY00008"
CGM-03,7,7,"GBR00030, GBR00177_C, GBR00178, GBT00096, GGC00003, GGC00004, GMT00006"
FRL-02,7,7,"GBR00078, GBR00113, GBR00222, GBR00235, GLA00018, GMT00063, GRY00046"
IDT-02,6,6,"GB00035, GBR00280, GOR00070, GRY00051, GSLN00018, GSW00002"
SPF-03,6,6,"GBTR00016, GMT00046, GSR00187, GSVA00001-B, GSW00004, GSW00064"
FRL-01,6,6,"GBR00022, GBR00113, GRY00009, GSR00112, GSR00163, GSVA00024"
MPA-14,6,6,"GFTT00146, GFTT00147, GPP00022, GPP00025, GSR00041, GSR00159"
BRL-16,6,6,"GRY00014, GRY00052, GSLN00043, GSW00007, GTANK00003, GTANK00004"
BRL-08,6,6,"GBR00091, GBT00005, GBT00110, GBT00137, GTANK00010, GTANK00011"
CGM-09,6,6,"GFTT00052, GSW00004, GSW00007, GSW00008, GSW00013, GSW00029"
RLP-08,6,6,"GBR00071, GBR00096, GFMT00021, GFTT00082, GLA00022, GPS00004"
THB-12,6,6,"GBS00002, GFTT00137, GOR00067, GSLN00028, GSR00027, GSR00162"
CHK-12,6,6,"GBR00010, GBR00087, GFTT00148, GMNT00001, GRY00050, GSR00104"
SBT-11,6,6,"GBT00062, GBT00084, GSLN00027, GSLN00035, GSR00017, GSR00081"
THB-08,6,6,"GBR00066, GBT00079, GBTR00003, GRY00010, GSLN00028, GSR00024"
CHK-03,6,6,"GBR00093, GBR00236, GBS00057, GMT00022, GPG00007, GSR00104"
PAK-01,6,6,"GPAK00017, GPAK00018, GPAK00053, GPAK00054, GSR00127, GSR00128"
RLP-07,6,6,"GCTTM00005, GOVL00029, GPS00009, GPS00016, GSCBIG00023, GSR00140"
THB-06,6,6,"GBR00066, GBT00079, GOR00067, GOR00079, GSLN00107, GSR00162"
CPT-LINE,6,6,"GCNT00001, GCTTM00024, GMNT00052, GOR00037, GPG00008, GSW00019"
RLP-LINE,6,6,"GAFT00034, GBR00011, GBR00084, GBT00151, GFMT00020, GFMT00024"
BRL-LINE,6,6,"GOR00069, GPS00001, GPS00005, GRY00064, GSW00041, GSW00066"
SWG-01,6,6,"GCTTM00041, GOR00093, GRY00002, GRY00035, GRY00064, GSW00050"
RLP-13,5,5,"GB00107, GB00108, GBT00038, GFANUC00003, GFUSE00016"
STN-02,5,5,"GB00049, GCHUCK00006, GFTT00005, GMNT00029, GSW00039"
SGM-02,5,5,"GBR00039, GBR00125, GFTT00112, GIVT00033, GLA00015"
BRL-02,5,5,"GCNT00004, GCTTM00026, GPP00008, GSCBIG00043, GVV00006"
TDR-02,5,5,"GCTTM00035, GCTTM00041, GOR00005, GOR00163, GPP00034"
BRL-06,5,5,"GBT00065, GCTTM00026, GSCBIG00027, GTANK00007, GTANK00008"
DFB-02,5,5,"GFTT00005, GFTT00027, GFTT00030, GPS00014, GVV00010"
SWG-03,5,5,"GFTT00014, GMT00012, GSCBIG00047, GSR00001, GSR00029"
MPA-13,5,5,"GBT00150, GFTT00116, GOVL00026, GSR00039, GSR00065"
SPF-01,5,5,"GBK00019, GLA00041, GRY00005, GSR00081, GSW00016"
CHK-10,5,5,"GBR00018, GBS00013, GOR00016, GOR00123, GSR00104"
BLK-01,5,5,"GCHUCK00008, GFMT00019, GMNT00001, GSR00104, GSW00058"
RLP-12,5,5,"GBTR00001, GCTTM00005, GRY00033, GRY00051, GSLN00015"
IDG-11,5,5,"GBTR00006, GBTR00014, GHC00004, GLA00010, GMNT00032"
TRM-NEW,5,5,"GCNT00002, GRY00016, GRY00054, GRY00064, GSW00012"
RMH-10,5,5,"GFMT00009, GFUSE00005, GPG00007, GPS00005, GSW00012"
CGM-13,5,5,"GBR00020, GBR00051, GOR00003, GSW00015, GVV00011"
MPA-09,4,4,"GBK00053, GBR00192, GPP00032, GSVA00013"
MPA-15,4,4,"GCNT00027, GMNT00013, GPP00032, GSLN00077"
BRL-09,4,4,"GCTTM00026, GSW00007, GTANK00007, GTANK00008"
BRL-12,4,4,"GBR00282, GBR00292, GSCBIG00029, GTANK00009"
BRL-14,4,4,"GCNT00026, GSW00019, GTANK00010, GTANK00011"
SBT-18,4,4,"GCNT00002, GFTT00051, GLA00018, GSCBIG00018"
SGM-03,4,4,"GFTT00077, GLA00015, GPS00002, GSLN00041"
MPA-10,4,4,"GCTTM00021, GFTT00112, GSLN00048, GSW00036"
SGM-01,4,4,"GOR00034, GOR00091, GOR00111, GSR00003"
SWG-02,4,4,"GRY00002, GSCBIG00047, GSR00069, GSR00138"
RSM-01,4,4,"GBOX00007, GSLN00041, GSR00073, GSR00113"
IDG-12,4,4,"GLA00010, GSCBIG00016, GSR00078, GSR00154"
CGM-12,4,4,"GBT00011, GBT00125, GOR00165, GSR00145"
RMH-13,4,4,"GBR00287, GFMT00020, GSR00167, GSR00199"
RMH-15,4,4,"GCNT00020, GSR00199, GSW00029, GVV00007"
SBM-01,4,4,"GBOX00007, GDWG00050, GDWG00053, GSCBIG00017"
SPG-11,4,4,"GBR00067, GBR00075, GBTR00006, GBTR00014"
MPA-19,4,4,"GFT00001-A, GFT00012, GFT00014, GOR00161"
FPI-01,4,4,"GBR00203, GCTTM00007, GFMT00006, GLA00021"
OVN-06,4,4,"GCTTM00007, GPS00002, GSW00006, GSW00026"
OVN-10,4,4,"GCTTM00007, GPS00002, GSW00006, GSW00026"
RMH-11,4,4,"GCTTM00007, GOR00162, GPS00008, GSLN00011"
CWM-04,4,4,"GAFT00004, GAFT00009, GOR00114, GOR00122"
CGM-05,4,4,"GBR00177_C, GBR00178, GGC00021, GHC00006"
SBT-20,4,4,"GMT00004, GMT00024, GOR00005, GSLN00027"
SGM-04,3,3,"GHC00004, GIVT00034, GLA00015"
BRL-05,3,3,"GCTTM00026, GTANK00010, GTANK00011"
BRL-17,3,3,"GRY00057, GTANK00012, GTANK00013"
WSM-02,3,3,"GFTT00056, GFTT00057, GFTT00100"
TEF-01,3,3,"GFTT00073, GSR00046, GSR00054"
CWM-02,3,3,"GBT00025, GFTT00074, GHEAT00006"
APC-04,3,3,"GFTT00078, GSR00053, GSR00177"
MPA-18,3,3,"GBTR00005, GFTT00112, GSLN00032"
SBM-04,3,3,"GDWG00050, GDWG00053, GFTT00134"
THB-10,3,3,"GFMT00019, GFMT00023, GFTT00137"
CHK-LINE,3,3,"GFTT00166, GFTT00168, GFTT00169"
SBM-02,3,3,"GDWG00050, GDWG00053, GSR00017"
SPG-16,3,3,"GBR00067, GBT00051, GSR00021"
IDT-01,3,3,"GBTR00003, GBTR00006, GPS00010"
RLP-10,3,3,"GFMT00003, GFMT00027, GPG00005"
RPC-01,3,3,"GPLC00008, GPLC00014, GPLC00015"
RPC-02,3,3,"GPLC00008, GPLC00014, GPLC00015"
SBT-14,3,3,"GBR00260, GBR00261, GPS00009"
PVD-LINE,3,3,"GAFT00040, GMNT00032, GOVL00020"
CGM-LINE,3,3,"GCTTM00003, GHC00002, GHC00005"
BFD,3,3,"GDWG00009, GDWG00015, GDWG00054"
MPA,3,3,"GDWG00014, GDWG00026, GDWG00041"
MKM-04,2,2,"GB00099, GSW00106"
BRL-13,2,2,"GOVL00024, GPP00019"
ALLRODEND,2,2,"GLABIG00001, GLABIG00002"
DFB-01,2,2,"GFTT00030, GHC00006"
CUR-01,2,2,"GFTT00047, GFTT00131"
WCM-01,2,2,"GAFT00022, GFTT00061"
THB-16,2,2,"GFTT00137, GSW00037"
SBT-01,2,2,"GMT00052, GSR00039"
IGM-LINE,2,2,"GSR00041, GSR00084"
BLK-11,2,2,"GSR00047, GSR00104"
SWG-07,2,2,"GSCBIG00024, GSR00065"
VCM-01,2,2,"GSR00091, GSR00114"
RLS-02,2,2,"GBR00130, GSR00101"
BFD-34,2,2,"GMT00073, GSR00104"
BLK-10,2,2,"GCNT00002, GSR00104"
PRS-03,2,2,"GRY00005, GSR00115"
VSM-01,2,2,"GBR00076, GSR00118"
MPA-16,2,2,"GRY00050, GSR00172"
BLK-LINE,2,2,"GBOX00004, GHC00007"
OGM-06,2,2,"GBTR00001, GFMT00023"
CTG-08,2,2,"GFMT00004, GFMT00027"
PJT-04,2,2,"GFMT00020, GFMT00024"
APC-03,2,2,"GAFT00011, GPS00001"
SWG-04,2,2,"GPS00001, GRY00054"
TNG-11L,2,2,"GBS00055, GPS00006"
IDT-LINE,2,2,"GBR00108, GHC00002"
TRQ-01,2,2,"GSW00010, GSW00011"
PJT-03,2,2,"GSW00024, GSW00041"
RMH-01,2,2,"GCTTM00007, GRY00008"
VSG-02,2,2,"GCTTM00024, GCTTM00025"
TDR-03,2,2,"GCTTM00025, GRY00064"
OVN-04,2,2,"GCTTM00026, GMT00047"
TPG-03,2,2,"GBT00120, GRY00015"
RLS-06,2,2,"GRY00016, GRY00064"
RLP-05,2,2,"GBR00160, GBS00046"
CWM-08,2,2,"GBR00020, GBR00075"
VMS-01,2,2,"GBR00219, GBT00149"
HTM-LINE,2,2,"GBK00027, GOR00083"
RLP03B,2,2,"GDWG00042, GDWG00043"
BFD-9,1,1,GB00018
IDT04B,1,1,GPP00018
IDT02B,1,1,GPP00037
RPC-06,1,1,GFTT00053
BFD-127,1,1,GFTT00055
BFG-LINE,1,1,GFTT00056
RLS-NEW,1,1,GFTT00060
THM-07,1,1,GFTT00074
SBM-LINE,1,1,GFTT00092
BSM-12CGM-07,1,1,GFTT00099
MDM,1,1,GFTT00113
T/N,1,1,GFTT00152
MLG-LINE,1,1,GSR00060
CTG-04,1,1,GSR00066
BLK-09,1,1,GSR00104
TNG-07,1,1,GSR00155
EGM-LINE,1,1,GSR00166
STE,1,1,GSR00171
TNG-05,1,1,GBOX00006
OVN-LINE,1,1,GBOX00007
EGM-06,1,1,GBTR00001
VSG-LINE,1,1,GBTR00003
UGM-01,1,1,GBTR00004
BTM-02,1,1,GBTR00005
PRS-02,1,1,GBTR00005
BSM-25,1,1,GCNT00020
CGM-14,1,1,GFT00010
RNM-02,1,1,GFMT00004
IDT-05,1,1,GPS00017
TRQ-04,1,1,GCOUP00016
RLP-17,1,1,GCOUP00018
TTM-01,1,1,GA00011
CPT-NEW,1,1,GSCBIG00017
TOOLING,1,1,GSCBIG00018
BFG-01,1,1,GHC00005
OVN-02,1,1,GHC00008
DMG-04,1,1,GSW00022
PJT-02,1,1,GSW00041
FJT-01,1,1,GSW00042
OGM-08,1,1,GSW00044
PJT-05,1,1,GSW00060
MKM-01,1,1,GSW00079
BRL,1,1,GVV00005
MPA-25,1,1,GVV00016
RLS-LINE,1,1,GSLN00008
FOC-01,1,1,GSLN00026
APC-01,1,1,GSLN00029
SGM-LINE,1,1,GSLN00057
PST-01,1,1,GMNT00007
BLK-12,1,1,GMNT00027
TEF-LINE,1,1,GOVL00010
CWM-06,1,1,GPG00005
RMH-08,1,1,GPG00025
OVN-07,1,1,GCTTM00026
OVN-08,1,1,GCTTM00026
OVN-09,1,1,GCTTM00026
OVN-11BSM-10,1,1,GCTTM00026
DMG-05,1,1,GCTTM00027
TRQ-02,1,1,GCTTM00031
RMH-09,1,1,GRY00054
BRL-1,1,1,GRY00058
BRL-NEW,1,1,GRY00066
TRQ-03,1,1,GBR00026
BODY-LINE,1,1,GBR00090
BSM-05.BSM-06,1,1,GBR00103
BFD-1516,1,1,GBR00207
BALL-LINE,1,1,GBR00245
BSM11B,1,1,GBK00012
BSM12B,1,1,GBK00012
CNT-02,1,1,GBK00031
SGM-05,1,1,GLA00015
SBM-07,1,1,GLA00024
BEN-01,1,1,GLA00027
BFD-BUFF,1,1,GLA00027
MKM-LINE,1,1,GLA00031
BFG-NEW,1,1,GLA00041
BFG-04,1,1,GLA00044
SPG-18,1,1,GMT00014
HTN-07,1,1,GMT00014
TRQ-LINE,1,1,GMT00015
BFD-35,1,1,GMT00073
DFB-03,1,1,GHEAT00002
CGM-10RLP-09,1,1,GOR00028
RLP-16,1,1,GOR00096
THG-09,1,1,GOR00096
CGM-02,1,1,GOR00111
RLS,1,1,GDWG00005
SPG,1,1,GDWG00016
PVD,1,1,GDWG00024
HSG-01,1,1,GBT00029
TNG-3,1,1,GBT00081
EGM-1,1,1,GBT00107
PRS-05,1,1,GBT00140
MPA-22,1,1,GBT00150
